# Boot time: 2025-05-02T06-35-58
Timestamp	Boot	Temp	CPU%	Load1m
2025-05-02T13:36:11.358317	2025-05-02T06-35-58	56.38°C	100.0%	1.26
2025-05-02T13:37:58.122806	2025-05-02T06-35-58	59.07°C	25.9%	1.56
2025-05-02T13:38:58.571345	2025-05-02T06-35-58	54.77°C	10.3%	0.89
2025-05-02T13:39:58.582906	2025-05-02T06-35-58	53.69°C	8.1%	0.46
2025-05-02T13:40:58.594144	2025-05-02T06-35-58	52.62°C	7.9%	0.52
2025-05-02T13:41:58.601782	2025-05-02T06-35-58	52.62°C	7.8%	0.54
2025-05-02T13:42:58.608856	2025-05-02T06-35-58	53.69°C	14.7%	0.74
2025-05-02T13:43:58.623721	2025-05-02T06-35-58	53.69°C	15.3%	0.66
2025-05-02T13:44:58.631177	2025-05-02T06-35-58	54.23°C	15.1%	0.69
2025-05-02T13:45:58.637605	2025-05-02T06-35-58	54.23°C	15.8%	0.93
2025-05-02T13:46:58.644019	2025-05-02T06-35-58	53.69°C	15.7%	0.72
2025-05-02T13:47:58.651873	2025-05-02T06-35-58	53.69°C	15.6%	0.71
2025-05-02T13:48:58.659906	2025-05-02T06-35-58	54.23°C	15.7%	0.64
2025-05-02T13:49:58.668770	2025-05-02T06-35-58	53.69°C	15.8%	0.86
2025-05-02T13:50:58.677727	2025-05-02T06-35-58	53.69°C	15.5%	0.69
2025-05-02T13:51:58.682333	2025-05-02T06-35-58	53.69°C	15.5%	0.74
2025-05-02T13:52:58.687483	2025-05-02T06-35-58	53.69°C	16.2%	0.82
2025-05-02T13:53:58.694084	2025-05-02T06-35-58	53.69°C	15.8%	0.66
2025-05-02T13:54:58.702061	2025-05-02T06-35-58	53.69°C	15.7%	0.58
2025-05-02T13:55:58.708252	2025-05-02T06-35-58	53.69°C	15.7%	0.49
2025-05-02T13:56:58.715234	2025-05-02T06-35-58	53.69°C	15.6%	0.50
2025-05-02T13:57:58.720347	2025-05-02T06-35-58	53.69°C	15.8%	0.50
2025-05-02T13:58:58.730043	2025-05-02T06-35-58	53.69°C	15.3%	0.49
2025-05-02T13:59:58.736125	2025-05-02T06-35-58	53.69°C	15.7%	0.59
2025-05-02T14:00:58.740182	2025-05-02T06-35-58	53.15°C	15.4%	0.88
2025-05-02T14:01:58.745907	2025-05-02T06-35-58	52.62°C	15.8%	0.99
2025-05-02T14:02:58.751402	2025-05-02T06-35-58	53.15°C	15.6%	0.73
2025-05-02T14:03:58.756505	2025-05-02T06-35-58	53.15°C	15.4%	0.70
2025-05-02T14:04:58.765276	2025-05-02T06-35-58	53.69°C	15.5%	0.70
2025-05-02T14:05:58.770529	2025-05-02T06-35-58	53.69°C	15.4%	0.69
2025-05-02T14:06:58.780916	2025-05-02T06-35-58	53.69°C	15.6%	0.80
2025-05-02T14:07:58.788321	2025-05-02T06-35-58	53.69°C	15.7%	0.68
2025-05-02T14:08:58.794689	2025-05-02T06-35-58	53.69°C	15.5%	0.57
2025-05-02T14:09:58.800195	2025-05-02T06-35-58	53.69°C	15.6%	0.55
2025-05-02T14:10:58.806475	2025-05-02T06-35-58	53.69°C	15.5%	0.54
2025-05-02T14:11:58.813116	2025-05-02T06-35-58	52.62°C	15.6%	0.76
2025-05-02T14:12:58.818353	2025-05-02T06-35-58	53.15°C	15.6%	0.55
2025-05-02T14:13:58.823954	2025-05-02T06-35-58	53.15°C	15.6%	0.59
2025-05-02T14:14:58.829106	2025-05-02T06-35-58	53.69°C	15.6%	0.69
2025-05-02T14:15:58.836407	2025-05-02T06-35-58	53.15°C	15.7%	0.77
2025-05-02T14:16:58.841581	2025-05-02T06-35-58	52.62°C	15.7%	0.73
2025-05-02T14:17:58.849271	2025-05-02T06-35-58	53.69°C	15.8%	0.89
2025-05-02T14:18:58.854505	2025-05-02T06-35-58	53.15°C	15.3%	0.88
2025-05-02T14:19:58.863393	2025-05-02T06-35-58	53.15°C	15.6%	0.81
2025-05-02T14:20:58.868864	2025-05-02T06-35-58	52.62°C	15.7%	0.68
2025-05-02T14:21:58.876636	2025-05-02T06-35-58	53.15°C	15.6%	0.86
2025-05-02T14:22:58.882743	2025-05-02T06-35-58	52.62°C	15.6%	0.54
2025-05-02T14:23:58.887869	2025-05-02T06-35-58	52.62°C	15.6%	0.68
2025-05-02T14:24:58.893333	2025-05-02T06-35-58	53.15°C	15.7%	0.71
2025-05-02T14:25:58.899509	2025-05-02T06-35-58	53.69°C	15.6%	0.56
2025-05-02T14:26:58.904990	2025-05-02T06-35-58	52.62°C	15.6%	0.64
2025-05-02T14:27:58.910722	2025-05-02T06-35-58	52.62°C	15.6%	0.61
2025-05-02T14:28:58.916356	2025-05-02T06-35-58	53.15°C	15.6%	0.73
2025-05-02T14:29:58.921550	2025-05-02T06-35-58	53.15°C	15.3%	0.60
2025-05-02T14:30:58.927519	2025-05-02T06-35-58	52.62°C	15.6%	0.73
2025-05-02T14:31:58.932680	2025-05-02T06-35-58	53.15°C	15.7%	0.58
2025-05-02T14:32:58.939711	2025-05-02T06-35-58	53.15°C	15.6%	0.65
2025-05-02T14:33:58.946103	2025-05-02T06-35-58	53.15°C	15.7%	0.50
2025-05-02T14:34:58.952047	2025-05-02T06-35-58	53.15°C	15.7%	0.87
2025-05-02T14:35:58.957086	2025-05-02T06-35-58	52.08°C	15.5%	0.68
2025-05-02T14:36:58.962769	2025-05-02T06-35-58	52.62°C	15.8%	0.66
2025-05-02T14:37:58.968151	2025-05-02T06-35-58	53.15°C	15.4%	0.57
2025-05-02T14:38:58.976287	2025-05-02T06-35-58	52.62°C	15.7%	0.65
2025-05-02T14:39:58.981427	2025-05-02T06-35-58	52.62°C	15.8%	0.60
2025-05-02T14:40:58.988441	2025-05-02T06-35-58	52.62°C	15.6%	0.51
2025-05-02T14:41:58.993519	2025-05-02T06-35-58	53.15°C	15.6%	0.67
2025-05-02T14:42:58.999056	2025-05-02T06-35-58	52.62°C	15.3%	0.57
2025-05-02T14:43:59.005319	2025-05-02T06-35-58	52.62°C	15.8%	0.75
2025-05-02T14:44:59.012013	2025-05-02T06-35-58	52.62°C	15.6%	0.48
2025-05-02T14:45:59.018405	2025-05-02T06-35-58	52.62°C	15.7%	0.61
2025-05-02T14:46:59.023700	2025-05-02T06-35-58	52.62°C	15.6%	0.90
2025-05-02T14:47:59.028765	2025-05-02T06-35-58	52.62°C	15.6%	0.64
2025-05-02T14:48:59.034151	2025-05-02T06-35-58	52.62°C	15.8%	0.73
2025-05-02T14:49:59.039312	2025-05-02T06-35-58	53.15°C	15.6%	0.74
2025-05-02T14:50:59.045729	2025-05-02T06-35-58	53.15°C	15.4%	0.83
2025-05-02T14:51:59.050902	2025-05-02T06-35-58	52.62°C	15.8%	0.60
2025-05-02T14:52:59.057739	2025-05-02T06-35-58	52.62°C	15.6%	0.49
2025-05-02T14:53:59.062907	2025-05-02T06-35-58	52.08°C	15.5%	0.61
2025-05-02T14:54:59.069161	2025-05-02T06-35-58	52.62°C	15.7%	0.86
2025-05-02T14:55:59.074412	2025-05-02T06-35-58	52.62°C	15.6%	0.63
2025-05-02T14:56:59.079862	2025-05-02T06-35-58	52.62°C	15.6%	0.90
2025-05-02T14:57:59.084958	2025-05-02T06-35-58	53.15°C	15.8%	0.73
2025-05-02T14:58:59.090715	2025-05-02T06-35-58	53.15°C	15.5%	0.94
